year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,1,1919.0,1720,119.0,2252.0,1928,204.0,EV,5678,N12552,EWR,CVG,97.0,569,17,20,2013-07-01 17:00:00
2013,7,1,2349.0,2045,184.0,146.0,2308,158.0,9E,3433,N915XJ,JFK,CVG,93.0,589,20,45,2013-07-01 20:00:00
2013,7,1,,1358,,,1600,,EV,4352,N34111,EWR,CVG,,569,13,58,2013-07-01 13:00:00
2013,7,1,,1700,,,1923,,9E,3398,,JFK,CVG,,589,17,0,2013-07-01 17:00:00
2013,7,2,657.0,700,-3.0,847.0,900,-13.0,9E,3879,N8883E,EWR,CVG,96.0,569,7,0,2013-07-02 07:00:00
2013,7,2,825.0,830,-5.0,1021.0,1050,-29.0,EV,5602,N753EV,LGA,CVG,92.0,585,8,30,2013-07-02 08:00:00
2013,7,2,826.0,830,-4.0,1020.0,1032,-12.0,EV,4638,N11565,EWR,CVG,95.0,569,8,30,2013-07-02 08:00:00
2013,7,2,1447.0,1430,17.0,1643.0,1632,11.0,EV,3836,N13994,EWR,CVG,95.0,569,14,30,2013-07-02 14:00:00
2013,7,2,1555.0,1600,-5.0,1831.0,1815,16.0,MQ,3075,N686MQ,JFK,CVG,93.0,589,16,0,2013-07-02 16:00:00
2013,7,2,1625.0,1550,35.0,1822.0,1752,30.0,EV,4687,N22909,EWR,CVG,93.0,569,15,50,2013-07-02 15:00:00
2013,7,2,1737.0,1720,17.0,1930.0,1932,-2.0,EV,5678,N12540,EWR,CVG,90.0,569,17,20,2013-07-02 17:00:00
2013,7,2,1820.0,1825,-5.0,2054.0,2046,8.0,9E,3807,N8554A,EWR,CVG,89.0,569,18,25,2013-07-02 18:00:00
2013,7,2,1850.0,1700,110.0,2122.0,1923,119.0,9E,3448,N920XJ,JFK,CVG,96.0,589,17,0,2013-07-02 17:00:00
2013,7,2,2140.0,2045,55.0,2338.0,2308,30.0,9E,3470,N912XJ,JFK,CVG,96.0,589,20,45,2013-07-02 20:00:00
2013,7,3,557.0,609,-12.0,746.0,810,-24.0,EV,3833,N18557,EWR,CVG,90.0,569,6,9,2013-07-03 06:00:00
2013,7,3,655.0,700,-5.0,848.0,900,-12.0,9E,3879,N8611A,EWR,CVG,88.0,569,7,0,2013-07-03 07:00:00
2013,7,3,825.0,830,-5.0,1025.0,1032,-7.0,EV,4638,N11137,EWR,CVG,92.0,569,8,30,2013-07-03 08:00:00
2013,7,3,1314.0,1317,-3.0,1515.0,1530,-15.0,EV,4941,N713EV,LGA,CVG,96.0,585,13,17,2013-07-03 13:00:00
2013,7,3,1324.0,1328,-4.0,1518.0,1530,-12.0,9E,3698,N8946A,EWR,CVG,96.0,569,13,28,2013-07-03 13:00:00
2013,7,3,1413.0,1406,7.0,1556.0,1608,-12.0,EV,3836,N16546,EWR,CVG,90.0,569,14,6,2013-07-03 14:00:00
2013,7,3,1614.0,1600,14.0,1822.0,1815,7.0,MQ,3075,N607MQ,JFK,CVG,95.0,589,16,0,2013-07-03 16:00:00
2013,7,3,1652.0,1659,-7.0,1914.0,1905,9.0,9E,3932,N8598B,EWR,CVG,96.0,569,16,59,2013-07-03 16:00:00
2013,7,3,1723.0,1700,23.0,1932.0,1923,9.0,9E,3448,N928XJ,JFK,CVG,92.0,589,17,0,2013-07-03 17:00:00
2013,7,3,1807.0,1550,137.0,2013.0,1752,141.0,EV,4352,N13988,EWR,CVG,94.0,569,15,50,2013-07-03 15:00:00
2013,7,3,1929.0,1720,129.0,2141.0,1932,129.0,EV,3841,N14916,EWR,CVG,94.0,569,17,20,2013-07-03 17:00:00
2013,7,3,1940.0,1825,75.0,2148.0,2046,62.0,9E,3807,N832AY,EWR,CVG,89.0,569,18,25,2013-07-03 18:00:00
2013,7,3,2105.0,2052,13.0,2310.0,2258,12.0,EV,4536,N13968,EWR,CVG,88.0,569,20,52,2013-07-03 20:00:00
2013,7,3,2221.0,2045,96.0,7.0,2308,59.0,9E,3470,N927XJ,JFK,CVG,89.0,589,20,45,2013-07-03 20:00:00
2013,7,4,824.0,830,-6.0,1014.0,1032,-18.0,EV,4638,N13992,EWR,CVG,92.0,569,8,30,2013-07-04 08:00:00
2013,7,4,1547.0,1550,-3.0,1747.0,1752,-5.0,EV,4687,N14998,EWR,CVG,94.0,569,15,50,2013-07-04 15:00:00
2013,7,4,1554.0,1600,-6.0,1750.0,1815,-25.0,MQ,3075,N604MQ,JFK,CVG,91.0,589,16,0,2013-07-04 16:00:00
2013,7,4,1700.0,1700,0.0,1912.0,1923,-11.0,9E,3448,N907XJ,JFK,CVG,89.0,589,17,0,2013-07-04 17:00:00
2013,7,4,1722.0,1720,2.0,1918.0,1932,-14.0,EV,3833,N13538,EWR,CVG,92.0,569,17,20,2013-07-04 17:00:00
2013,7,4,2050.0,2045,5.0,2244.0,2308,-24.0,9E,3470,N904XJ,JFK,CVG,91.0,589,20,45,2013-07-04 20:00:00
2013,7,5,827.0,830,-3.0,1024.0,1032,-8.0,EV,4638,N14972,EWR,CVG,95.0,569,8,30,2013-07-05 08:00:00
2013,7,5,1546.0,1553,-7.0,1744.0,1755,-11.0,EV,4687,N13964,EWR,CVG,95.0,569,15,53,2013-07-05 15:00:00
2013,7,5,1554.0,1600,-6.0,1807.0,1815,-8.0,MQ,3075,N601MQ,JFK,CVG,100.0,589,16,0,2013-07-05 16:00:00
2013,7,5,1651.0,1700,-9.0,1905.0,1923,-18.0,9E,3448,N926XJ,JFK,CVG,95.0,589,17,0,2013-07-05 17:00:00
2013,7,5,1918.0,1930,-12.0,2103.0,2147,-44.0,9E,3578,N8894A,LGA,CVG,91.0,585,19,30,2013-07-05 19:00:00
2013,7,5,2038.0,2045,-7.0,2222.0,2308,-46.0,9E,3470,N921XJ,JFK,CVG,89.0,589,20,45,2013-07-05 20:00:00
2013,7,6,1528.0,1529,-1.0,1730.0,1741,-11.0,EV,4352,N12552,EWR,CVG,91.0,569,15,29,2013-07-06 15:00:00
2013,7,6,1555.0,1600,-5.0,1757.0,1815,-18.0,MQ,3075,N698MQ,JFK,CVG,96.0,589,16,0,2013-07-06 16:00:00
2013,7,6,1628.0,1615,13.0,1823.0,1836,-13.0,9E,3925,N8836A,LGA,CVG,95.0,585,16,15,2013-07-06 16:00:00
2013,7,6,1701.0,1700,1.0,1850.0,1920,-30.0,9E,3448,N932XJ,JFK,CVG,90.0,589,17,0,2013-07-06 17:00:00
2013,7,6,1819.0,1759,20.0,2013.0,2019,-6.0,EV,4536,N13965,EWR,CVG,90.0,569,17,59,2013-07-06 17:00:00
2013,7,7,1402.0,1405,-3.0,1602.0,1607,-5.0,EV,4162,N14972,EWR,CVG,92.0,569,14,5,2013-07-07 14:00:00
2013,7,7,1553.0,1600,-7.0,1829.0,1815,14.0,MQ,3075,N918MQ,JFK,CVG,99.0,589,16,0,2013-07-07 16:00:00
2013,7,7,1653.0,1700,-7.0,2027.0,1923,64.0,9E,3448,N601LR,JFK,CVG,97.0,589,17,0,2013-07-07 17:00:00
2013,7,7,1701.0,1328,213.0,,1530,,9E,3698,N836AY,EWR,CVG,,569,13,28,2013-07-07 13:00:00
2013,7,7,1737.0,1659,38.0,,1905,,9E,3932,N8968E,EWR,CVG,,569,16,59,2013-07-07 16:00:00
2013,7,7,1739.0,1556,103.0,,1758,,EV,4352,N14953,EWR,CVG,,569,15,56,2013-07-07 15:00:00
2013,7,7,2245.0,1715,330.0,53.0,1929,324.0,EV,3833,N14998,EWR,CVG,93.0,569,17,15,2013-07-07 17:00:00
2013,7,7,2325.0,2054,151.0,106.0,2258,128.0,EV,4536,N18102,EWR,CVG,84.0,569,20,54,2013-07-07 20:00:00
2013,7,7,,2045,,,2308,,9E,3470,,JFK,CVG,,589,20,45,2013-07-07 20:00:00
2013,7,7,,1825,,,2046,,9E,3807,,EWR,CVG,,569,18,25,2013-07-07 18:00:00
2013,7,8,638.0,630,8.0,837.0,831,6.0,EV,3833,N13553,EWR,CVG,95.0,569,6,30,2013-07-08 06:00:00
2013,7,8,701.0,700,1.0,907.0,900,7.0,9E,3879,N836AY,EWR,CVG,93.0,569,7,0,2013-07-08 07:00:00
2013,7,8,828.0,830,-2.0,1031.0,1032,-1.0,EV,4638,N11536,EWR,CVG,93.0,569,8,30,2013-07-08 08:00:00
2013,7,8,1326.0,1328,-2.0,1516.0,1530,-14.0,9E,3698,N8933B,EWR,CVG,81.0,569,13,28,2013-07-08 13:00:00
2013,7,8,1445.0,1406,39.0,1635.0,1608,27.0,EV,3836,N29906,EWR,CVG,88.0,569,14,6,2013-07-08 14:00:00
2013,7,8,1618.0,1600,18.0,1825.0,1815,10.0,MQ,3075,N675MQ,JFK,CVG,91.0,589,16,0,2013-07-08 16:00:00
2013,7,8,1803.0,1700,63.0,2010.0,1923,47.0,9E,3448,N602LR,JFK,CVG,84.0,589,17,0,2013-07-08 17:00:00
2013,7,8,1931.0,1550,221.0,2202.0,1752,250.0,EV,4352,N13949,EWR,CVG,91.0,569,15,50,2013-07-08 15:00:00
2013,7,8,2009.0,1825,104.0,2218.0,2046,92.0,9E,3807,N8694A,EWR,CVG,83.0,569,18,25,2013-07-08 18:00:00
2013,7,8,2046.0,1720,206.0,2250.0,1932,198.0,EV,3841,N14570,EWR,CVG,86.0,569,17,20,2013-07-08 17:00:00
2013,7,8,2203.0,2052,71.0,2357.0,2258,59.0,EV,4536,N14920,EWR,CVG,85.0,569,20,52,2013-07-08 20:00:00
2013,7,8,2224.0,2045,99.0,9.0,2308,61.0,9E,3470,N929XJ,JFK,CVG,82.0,589,20,45,2013-07-08 20:00:00
2013,7,8,,1659,,,1905,,9E,3932,,EWR,CVG,,569,16,59,2013-07-08 16:00:00
2013,7,9,659.0,700,-1.0,849.0,900,-11.0,9E,3879,N836AY,EWR,CVG,86.0,569,7,0,2013-07-09 07:00:00
2013,7,9,741.0,609,92.0,931.0,810,81.0,EV,3833,N11565,EWR,CVG,87.0,569,6,9,2013-07-09 06:00:00
2013,7,9,823.0,830,-7.0,1023.0,1032,-9.0,EV,4638,N16976,EWR,CVG,92.0,569,8,30,2013-07-09 08:00:00
2013,7,9,1325.0,1328,-3.0,1512.0,1530,-18.0,9E,3698,N8976E,EWR,CVG,88.0,569,13,28,2013-07-09 13:00:00
2013,7,9,1423.0,1406,17.0,1625.0,1608,17.0,EV,3836,N14920,EWR,CVG,94.0,569,14,6,2013-07-09 14:00:00
2013,7,9,1611.0,1600,11.0,1912.0,1815,57.0,MQ,3075,N604MQ,JFK,CVG,95.0,589,16,0,2013-07-09 16:00:00
2013,7,9,1654.0,1550,64.0,1900.0,1752,68.0,EV,4352,N16546,EWR,CVG,93.0,569,15,50,2013-07-09 15:00:00
2013,7,9,1746.0,1700,46.0,2059.0,1923,96.0,9E,3448,N919XJ,JFK,CVG,90.0,589,17,0,2013-07-09 17:00:00
2013,7,9,1820.0,1825,-5.0,2119.0,2046,33.0,9E,3807,N819AY,EWR,CVG,89.0,569,18,25,2013-07-09 18:00:00
2013,7,9,2235.0,2052,103.0,52.0,2258,114.0,EV,4536,N22971,EWR,CVG,94.0,569,20,52,2013-07-09 20:00:00
2013,7,9,2301.0,2045,136.0,46.0,2308,98.0,9E,3470,N937XJ,JFK,CVG,88.0,589,20,45,2013-07-09 20:00:00
2013,7,9,,1720,,,1932,,EV,3841,N14568,EWR,CVG,,569,17,20,2013-07-09 17:00:00
2013,7,10,604.0,609,-5.0,757.0,810,-13.0,EV,3833,N13995,EWR,CVG,88.0,569,6,9,2013-07-10 06:00:00
2013,7,10,654.0,700,-6.0,845.0,900,-15.0,9E,3879,N836AY,EWR,CVG,88.0,569,7,0,2013-07-10 07:00:00
2013,7,10,844.0,830,14.0,1050.0,1032,18.0,EV,4638,N14960,EWR,CVG,90.0,569,8,30,2013-07-10 08:00:00
2013,7,10,1325.0,1328,-3.0,1605.0,1530,35.0,9E,3698,N8423C,EWR,CVG,85.0,569,13,28,2013-07-10 13:00:00
2013,7,10,1513.0,1406,67.0,,1608,,EV,3836,N12922,EWR,CVG,,569,14,6,2013-07-10 14:00:00
2013,7,10,1740.0,1700,40.0,2111.0,1923,108.0,9E,3448,N903XJ,JFK,CVG,106.0,589,17,0,2013-07-10 17:00:00
2013,7,10,1935.0,1659,156.0,2314.0,1905,249.0,9E,3932,N8745B,EWR,CVG,88.0,569,16,59,2013-07-10 16:00:00
2013,7,10,2343.0,2045,178.0,149.0,2308,161.0,9E,3470,N922XJ,JFK,CVG,88.0,589,20,45,2013-07-10 20:00:00
2013,7,10,2344.0,2052,172.0,139.0,2258,161.0,EV,4536,N14977,EWR,CVG,91.0,569,20,52,2013-07-10 20:00:00
2013,7,10,,1720,,,1932,,EV,3841,N13995,EWR,CVG,,569,17,20,2013-07-10 17:00:00
2013,7,10,,1550,,,1752,,EV,4352,N13914,EWR,CVG,,569,15,50,2013-07-10 15:00:00
2013,7,10,,1825,,,2046,,9E,3807,,EWR,CVG,,569,18,25,2013-07-10 18:00:00
2013,7,10,,1600,,,1815,,MQ,3075,N687MQ,JFK,CVG,,589,16,0,2013-07-10 16:00:00
2013,7,11,605.0,609,-4.0,805.0,810,-5.0,EV,3833,N16546,EWR,CVG,96.0,569,6,9,2013-07-11 06:00:00
2013,7,11,652.0,700,-8.0,853.0,900,-7.0,9E,3879,N8525B,EWR,CVG,91.0,569,7,0,2013-07-11 07:00:00
2013,7,11,904.0,830,34.0,1125.0,1032,53.0,EV,4638,N16919,EWR,CVG,94.0,569,8,30,2013-07-11 08:00:00
2013,7,11,1323.0,1328,-5.0,1514.0,1530,-16.0,9E,3698,N8797A,EWR,CVG,94.0,569,13,28,2013-07-11 13:00:00
2013,7,11,1417.0,1406,11.0,1621.0,1608,13.0,EV,3836,N12921,EWR,CVG,96.0,569,14,6,2013-07-11 14:00:00
2013,7,11,1550.0,1550,0.0,1812.0,1752,20.0,EV,4352,N17984,EWR,CVG,97.0,569,15,50,2013-07-11 15:00:00
2013,7,11,1605.0,1600,5.0,1826.0,1815,11.0,MQ,3075,N604MQ,JFK,CVG,96.0,589,16,0,2013-07-11 16:00:00
2013,7,11,1655.0,1659,-4.0,1849.0,1905,-16.0,9E,3932,N836AY,EWR,CVG,93.0,569,16,59,2013-07-11 16:00:00
2013,7,11,1717.0,1720,-3.0,1914.0,1932,-18.0,EV,3841,N10575,EWR,CVG,93.0,569,17,20,2013-07-11 17:00:00
2013,7,11,2048.0,2045,3.0,2243.0,2308,-25.0,9E,3470,N921XJ,JFK,CVG,92.0,589,20,45,2013-07-11 20:00:00
2013,7,11,2234.0,2052,102.0,22.0,2258,84.0,EV,4536,N18114,EWR,CVG,87.0,569,20,52,2013-07-11 20:00:00
2013,7,11,,1700,,,1923,,9E,3448,,JFK,CVG,,589,17,0,2013-07-11 17:00:00
2013,7,11,,1825,,,2046,,9E,3807,,EWR,CVG,,569,18,25,2013-07-11 18:00:00
2013,7,12,13.0,1825,348.0,157.0,2046,311.0,9E,3807,N8960A,EWR,CVG,83.0,569,18,25,2013-07-12 18:00:00
2013,7,12,559.0,609,-10.0,748.0,810,-22.0,EV,3833,N16999,EWR,CVG,93.0,569,6,9,2013-07-12 06:00:00
2013,7,12,830.0,830,0.0,1040.0,1032,8.0,EV,4638,N12563,EWR,CVG,95.0,569,8,30,2013-07-12 08:00:00
2013,7,12,933.0,700,153.0,1134.0,900,154.0,9E,3879,N8525B,EWR,CVG,90.0,569,7,0,2013-07-12 07:00:00
2013,7,12,1323.0,1328,-5.0,1521.0,1530,-9.0,9E,3698,N8580A,EWR,CVG,89.0,569,13,28,2013-07-12 13:00:00
2013,7,12,1402.0,1406,-4.0,1546.0,1608,-22.0,EV,3836,N14974,EWR,CVG,88.0,569,14,6,2013-07-12 14:00:00
2013,7,12,1544.0,1550,-6.0,1753.0,1752,1.0,EV,4352,N14203,EWR,CVG,88.0,569,15,50,2013-07-12 15:00:00
2013,7,12,1557.0,1600,-3.0,1848.0,1815,33.0,MQ,3075,N682MQ,JFK,CVG,90.0,589,16,0,2013-07-12 16:00:00
2013,7,12,1714.0,1700,14.0,2005.0,1923,42.0,9E,3448,N916XJ,JFK,CVG,87.0,589,17,0,2013-07-12 17:00:00
2013,7,12,1853.0,1720,93.0,2059.0,1932,87.0,EV,3841,N13968,EWR,CVG,89.0,569,17,20,2013-07-12 17:00:00
2013,7,12,2320.0,2045,155.0,140.0,2308,152.0,9E,3470,N918XJ,JFK,CVG,83.0,589,20,45,2013-07-12 20:00:00
2013,7,12,2334.0,2052,162.0,122.0,2258,144.0,EV,4536,N16559,EWR,CVG,91.0,569,20,52,2013-07-12 20:00:00
2013,7,12,,1659,,,1905,,9E,3932,,EWR,CVG,,569,16,59,2013-07-12 16:00:00
2013,7,13,1613.0,1600,13.0,1801.0,1815,-14.0,MQ,3075,N656MQ,JFK,CVG,85.0,589,16,0,2013-07-13 16:00:00
2013,7,13,1624.0,1529,55.0,1811.0,1741,30.0,EV,4352,N15985,EWR,CVG,86.0,569,15,29,2013-07-13 15:00:00
2013,7,13,1657.0,1700,-3.0,1917.0,1920,-3.0,9E,3448,N925XJ,JFK,CVG,93.0,589,17,0,2013-07-13 17:00:00
2013,7,13,,1759,,,2019,,EV,4536,N16976,EWR,CVG,,569,17,59,2013-07-13 17:00:00
2013,7,14,1319.0,1328,-9.0,1515.0,1530,-15.0,9E,3698,N8942A,EWR,CVG,84.0,569,13,28,2013-07-14 13:00:00
2013,7,14,1438.0,1405,33.0,1634.0,1607,27.0,EV,4687,N16541,EWR,CVG,85.0,569,14,5,2013-07-14 14:00:00
2013,7,14,1554.0,1556,-2.0,1741.0,1758,-17.0,EV,4352,N13914,EWR,CVG,87.0,569,15,56,2013-07-14 15:00:00
2013,7,14,1639.0,1600,39.0,1823.0,1815,8.0,MQ,3075,N651MQ,JFK,CVG,85.0,589,16,0,2013-07-14 16:00:00
2013,7,14,1656.0,1700,-4.0,1845.0,1923,-38.0,9E,3448,N936XJ,JFK,CVG,83.0,589,17,0,2013-07-14 17:00:00
2013,7,14,1709.0,1659,10.0,1901.0,1905,-4.0,9E,3932,N8416B,EWR,CVG,82.0,569,16,59,2013-07-14 16:00:00
2013,7,14,1726.0,1715,11.0,1923.0,1929,-6.0,EV,3833,N14993,EWR,CVG,83.0,569,17,15,2013-07-14 17:00:00
2013,7,14,1823.0,1825,-2.0,2025.0,2046,-21.0,9E,3807,N8694A,EWR,CVG,86.0,569,18,25,2013-07-14 18:00:00
2013,7,14,2121.0,2045,36.0,2305.0,2308,-3.0,9E,3470,N909XJ,JFK,CVG,80.0,589,20,45,2013-07-14 20:00:00
2013,7,14,2151.0,2054,57.0,2341.0,2258,43.0,EV,4536,N13978,EWR,CVG,82.0,569,20,54,2013-07-14 20:00:00
2013,7,15,707.0,630,37.0,856.0,831,25.0,EV,3833,N14542,EWR,CVG,84.0,569,6,30,2013-07-15 06:00:00
2013,7,15,741.0,700,41.0,928.0,900,28.0,9E,3879,N8747B,EWR,CVG,81.0,569,7,0,2013-07-15 07:00:00
2013,7,15,826.0,830,-4.0,1018.0,1032,-14.0,EV,4638,N13956,EWR,CVG,86.0,569,8,30,2013-07-15 08:00:00
2013,7,15,1322.0,1328,-6.0,1515.0,1530,-15.0,9E,3698,N8577D,EWR,CVG,83.0,569,13,28,2013-07-15 13:00:00
2013,7,15,1400.0,1406,-6.0,1551.0,1608,-17.0,EV,3836,N13970,EWR,CVG,86.0,569,14,6,2013-07-15 14:00:00
2013,7,15,1554.0,1550,4.0,1753.0,1752,1.0,EV,4352,N13914,EWR,CVG,93.0,569,15,50,2013-07-15 15:00:00
2013,7,15,1555.0,1600,-5.0,1757.0,1815,-18.0,MQ,3075,N675MQ,JFK,CVG,88.0,589,16,0,2013-07-15 16:00:00
2013,7,15,1654.0,1659,-5.0,1843.0,1905,-22.0,9E,3932,N8913A,EWR,CVG,85.0,569,16,59,2013-07-15 16:00:00
2013,7,15,1712.0,1700,12.0,1907.0,1923,-16.0,9E,3448,N936XJ,JFK,CVG,84.0,589,17,0,2013-07-15 17:00:00
2013,7,15,1820.0,1825,-5.0,2045.0,2046,-1.0,9E,3807,N8942A,EWR,CVG,88.0,569,18,25,2013-07-15 18:00:00
2013,7,15,1859.0,1720,99.0,2101.0,1932,89.0,EV,3841,N16546,EWR,CVG,85.0,569,17,20,2013-07-15 17:00:00
2013,7,15,2123.0,2052,31.0,2305.0,2258,7.0,EV,4536,N15980,EWR,CVG,83.0,569,20,52,2013-07-15 20:00:00
2013,7,15,2305.0,2045,140.0,59.0,2308,111.0,9E,3470,N928XJ,JFK,CVG,79.0,589,20,45,2013-07-15 20:00:00
2013,7,16,603.0,609,-6.0,801.0,810,-9.0,EV,3833,N12564,EWR,CVG,88.0,569,6,9,2013-07-16 06:00:00
2013,7,16,654.0,700,-6.0,840.0,900,-20.0,9E,3879,N8783E,EWR,CVG,88.0,569,7,0,2013-07-16 07:00:00
2013,7,16,829.0,830,-1.0,1027.0,1032,-5.0,EV,4638,N13994,EWR,CVG,86.0,569,8,30,2013-07-16 08:00:00
2013,7,16,1318.0,1328,-10.0,1515.0,1530,-15.0,9E,3698,N8577D,EWR,CVG,87.0,569,13,28,2013-07-16 13:00:00
2013,7,16,1401.0,1406,-5.0,1552.0,1608,-16.0,EV,3836,N12540,EWR,CVG,85.0,569,14,6,2013-07-16 14:00:00
2013,7,16,1604.0,1600,4.0,1824.0,1815,9.0,MQ,3075,N651MQ,JFK,CVG,88.0,589,16,0,2013-07-16 16:00:00
2013,7,16,1625.0,1550,35.0,1810.0,1752,18.0,EV,4352,N12900,EWR,CVG,87.0,569,15,50,2013-07-16 15:00:00
2013,7,16,1651.0,1700,-9.0,1927.0,1923,4.0,9E,3448,N917XJ,JFK,CVG,84.0,589,17,0,2013-07-16 17:00:00
2013,7,16,1803.0,1720,43.0,2006.0,1932,34.0,EV,3841,N15910,EWR,CVG,84.0,569,17,20,2013-07-16 17:00:00
2013,7,16,1814.0,1825,-11.0,2033.0,2046,-13.0,9E,3807,N8673D,EWR,CVG,84.0,569,18,25,2013-07-16 18:00:00
2013,7,16,2042.0,2052,-10.0,2253.0,2258,-5.0,EV,4536,N13958,EWR,CVG,81.0,569,20,52,2013-07-16 20:00:00
2013,7,16,2103.0,2045,18.0,2307.0,2308,-1.0,9E,3470,N902XJ,JFK,CVG,87.0,589,20,45,2013-07-16 20:00:00
2013,7,17,608.0,609,-1.0,754.0,810,-16.0,EV,3833,N11536,EWR,CVG,86.0,569,6,9,2013-07-17 06:00:00
2013,7,17,654.0,700,-6.0,841.0,900,-19.0,9E,3879,N601XJ,EWR,CVG,86.0,569,7,0,2013-07-17 07:00:00
2013,7,17,825.0,830,-5.0,1024.0,1032,-8.0,EV,4638,N13538,EWR,CVG,88.0,569,8,30,2013-07-17 08:00:00
2013,7,17,1323.0,1328,-5.0,1516.0,1530,-14.0,9E,3698,N8747B,EWR,CVG,86.0,569,13,28,2013-07-17 13:00:00
2013,7,17,1402.0,1406,-4.0,1545.0,1608,-23.0,EV,3836,N14972,EWR,CVG,85.0,569,14,6,2013-07-17 14:00:00
2013,7,17,1551.0,1550,1.0,1817.0,1752,25.0,EV,4352,N14542,EWR,CVG,85.0,569,15,50,2013-07-17 15:00:00
2013,7,17,1554.0,1600,-6.0,1746.0,1815,-29.0,MQ,3075,N671MQ,JFK,CVG,88.0,589,16,0,2013-07-17 16:00:00
2013,7,17,1655.0,1659,-4.0,1909.0,1905,4.0,9E,3932,N8673D,EWR,CVG,93.0,569,16,59,2013-07-17 16:00:00
2013,7,17,1702.0,1700,2.0,1917.0,1923,-6.0,9E,3448,N920XJ,JFK,CVG,90.0,589,17,0,2013-07-17 17:00:00
2013,7,17,1817.0,1720,57.0,2027.0,1932,55.0,EV,3841,N12552,EWR,CVG,82.0,569,17,20,2013-07-17 17:00:00
2013,7,17,1845.0,1825,20.0,2101.0,2046,15.0,9E,3807,N8977A,EWR,CVG,84.0,569,18,25,2013-07-17 18:00:00
2013,7,17,2046.0,2052,-6.0,2238.0,2258,-20.0,EV,4536,N14573,EWR,CVG,81.0,569,20,52,2013-07-17 20:00:00
2013,7,17,2053.0,2045,8.0,2247.0,2308,-21.0,9E,3470,N605LR,JFK,CVG,84.0,589,20,45,2013-07-17 20:00:00
2013,7,18,601.0,609,-8.0,758.0,810,-12.0,EV,3833,N26549,EWR,CVG,88.0,569,6,9,2013-07-18 06:00:00
2013,7,18,651.0,700,-9.0,906.0,900,6.0,9E,3879,N601XJ,EWR,CVG,91.0,569,7,0,2013-07-18 07:00:00
2013,7,18,823.0,830,-7.0,1039.0,1032,7.0,EV,4638,N14950,EWR,CVG,88.0,569,8,30,2013-07-18 08:00:00
2013,7,18,1321.0,1328,-7.0,1512.0,1530,-18.0,9E,3698,N8908D,EWR,CVG,91.0,569,13,28,2013-07-18 13:00:00
2013,7,18,1406.0,1406,0.0,1559.0,1608,-9.0,EV,3836,N11539,EWR,CVG,88.0,569,14,6,2013-07-18 14:00:00
2013,7,18,1612.0,1550,22.0,1805.0,1752,13.0,EV,4352,N19966,EWR,CVG,87.0,569,15,50,2013-07-18 15:00:00
2013,7,18,1653.0,1700,-7.0,1910.0,1923,-13.0,9E,3448,N604LR,JFK,CVG,85.0,589,17,0,2013-07-18 17:00:00
2013,7,18,1654.0,1659,-5.0,1856.0,1905,-9.0,9E,3932,N8771A,EWR,CVG,83.0,569,16,59,2013-07-18 16:00:00
2013,7,18,1713.0,1600,73.0,1921.0,1815,66.0,MQ,3075,N622MQ,JFK,CVG,91.0,589,16,0,2013-07-18 16:00:00
2013,7,18,1734.0,1720,14.0,2011.0,1932,39.0,EV,3841,N14960,EWR,CVG,89.0,569,17,20,2013-07-18 17:00:00
2013,7,18,1827.0,1825,2.0,2136.0,2046,50.0,9E,3807,N801AY,EWR,CVG,89.0,569,18,25,2013-07-18 18:00:00
2013,7,18,2046.0,2052,-6.0,2325.0,2258,27.0,EV,4536,N13949,EWR,CVG,84.0,569,20,52,2013-07-18 20:00:00
2013,7,18,2053.0,2045,8.0,2302.0,2308,-6.0,9E,3470,N932XJ,JFK,CVG,85.0,589,20,45,2013-07-18 20:00:00
2013,7,19,605.0,609,-4.0,805.0,810,-5.0,EV,3833,N18557,EWR,CVG,87.0,569,6,9,2013-07-19 06:00:00
2013,7,19,711.0,700,11.0,904.0,900,4.0,9E,3879,N8972E,EWR,CVG,89.0,569,7,0,2013-07-19 07:00:00
2013,7,19,820.0,830,-10.0,1029.0,1032,-3.0,EV,4638,N13553,EWR,CVG,88.0,569,8,30,2013-07-19 08:00:00
2013,7,19,1316.0,1328,-12.0,1513.0,1530,-17.0,9E,3698,N819AY,EWR,CVG,96.0,569,13,28,2013-07-19 13:00:00
2013,7,19,1358.0,1406,-8.0,1605.0,1608,-3.0,EV,3836,N16976,EWR,CVG,93.0,569,14,6,2013-07-19 14:00:00
2013,7,19,1559.0,1600,-1.0,1851.0,1815,36.0,MQ,3075,N638MQ,JFK,CVG,98.0,589,16,0,2013-07-19 16:00:00
2013,7,19,1654.0,1550,64.0,1851.0,1752,59.0,EV,4352,N11544,EWR,CVG,91.0,569,15,50,2013-07-19 15:00:00
2013,7,19,1732.0,1700,32.0,2015.0,1923,52.0,9E,3448,N921XJ,JFK,CVG,88.0,589,17,0,2013-07-19 17:00:00
2013,7,19,1805.0,1659,66.0,2030.0,1905,85.0,9E,3932,N8847A,EWR,CVG,88.0,569,16,59,2013-07-19 16:00:00
2013,7,19,1809.0,1720,49.0,2024.0,1932,52.0,EV,3841,N14974,EWR,CVG,91.0,569,17,20,2013-07-19 17:00:00
